Serial_no,Date,Test_No,Tested_by,Witnessed_by,COMP1,COMP2,Test_Instrument,Humidity,Instrument_Serial_No,Ambient_temp,Calibration_Date,Oil_temp,Oil_temp_max,Winding_Temp,Winding_temp_HV,Winding_temp_HV_max,Winding_temp_LV,Winding_temp_LV_max,Service_tap,Active_power,Current,Reactive_power,Voltage_kV,Real_power,HVB_result,HVB_remark,NBH_result,NBH_remark,LVB_result,LVB_remark,NBL_result,NBL_remark,SA_result,SA_remark,Maintank_result,Maintank_remark,Conservator_result,Conservator_remark,Radiator_result,Radiator_remark,HV_bushing_result,HV_bushing_remark,NB_result,NB_remark,LV_bushing_result,LV_bushing_remark,Pipe_line_result,Pipe_line_remark,Sampling_valve_result,Sampling_valve_remark,Isolate_valve_result,Isolate_valve_remark,Drain_valve_result,Drain_valve_remark,Radiator_valve_result,Radiator_valve_remark,BCT_terminal_result,BCT_terminal_remark,Buchholz1_relay_result,Buchholz1_relay_remark,Pressure_relief_result,Pressure_relief_remark,Oil_level_M_result,Oil_level_M_remark,Oil_level_O_result,Oil_level_O_remark,Oil_temp_indicator_result,Oil_temp_indicator_remark,Oil_temp_sw_result,Oil_temp_sw_remark,HVW_temp_indicator_result,HVW_temp_indicator_remark,HVW_temp_sw_result,HVW_temp_sw_remark,LVW_temp_indicator_result,LVW_temp_indicator_remark,LVW_temp_sw_result,LVW_temp_sw_remark,Buchholz2_relay_result,Buchholz2_relay_remark,Pressure_relief_device_result,Pressure_relief_device_remark,Suddent_pressure_device_result,Suddent_pressure_device_remark,Rapid_pressure_device_result,Rapid_pressure_device_remark,Rubber_bag_detector_result,Rubber_bag_detector_remark,OLTC_Oil_surge_relay_result,OLTC_Oil_surge_relay_remark,OLTC_Pressure_relief_device_result,OLTC_Pressure_relief_device_remark,OLTC_Oil_Filter_pressure_result,OLTC_Oil_Filter_pressure_remark,Surface_painting_Main_Tank_result,Surface_painting_Main_Tank_remark,Surface_painting_Radiator_fins_result,Surface_painting_Radiator_fins_remark,Foundation_condition_result,Foundation_condition_remark,Transfomer_Earthing_connection_result,Transfomer_Earthing_connection_remark,Fence_Earthing_connection_result,Fence_Earthing_connection_remark,NGR_result,NGR_remark,NGR_resistance_ohm,NGR_resistance_ohm_remark,GND_resistance_Ohm,GND_resistance_Ohm_remark,Main_Conservator_Tank_result,Main_Conservator_Tank_remark,OLTC_Tank_result,OLTC_Tank_remark,LV_Bushing_terminals_box_result,LV_Bushing_terminals_box_remark,Physical1_condition_result,Physical1_condition_remark,Terminal_and_wiring_and_cable_result,Terminal_and_wiring_and_cable_remark,Bolt_and_nut_connection_result,Bolt_and_nut_connection_remark,Cooling_fans_result,Cooling_fans_remark,Cooling_fans_panel_result,Cooling_fans_panel_remark,Operation_test_cooling_fans_result,Operation_test_cooling_fans_remark,Condition_of_cooling_pump_result,Condition_of_cooling_pump_remark,Operation_test_cooling_pump_result,Operation_test_cooling_pump_remark,Condition_of_OLTC_Panel_result,Condition_of_OLTC_Panel_remark,Operation_counter,Operation_counter_remark,Inspection_for_Motor_drive_unit,Inspection_for_Motor_drive_unit_remark,Proper_step_by_step_operation,Proper_step_by_step_operation_remark,Proper_operation_of_hand_crank,Proper_operation_of_hand_crank_remark,Proper_hand_crank_interlock,Proper_hand_crank_interlock_remark,Indication_and_counter_operation_result,Indication_and_counter_operation_remark,Oil_filter_unit_operation_test_and_record_pressure_result,Oil_filter_unit_operation_test_and_record_pressure_remark,Phase_A,Phase_A_remark,Phase_B,Phase_B_remark,Phase_C,Phase_C_remark,Physical2_condition_result,Physical2_condition_remark,Check_all_alarm_annunciator_result,Check_all_alarm_annunciator_remark,Lamp_test_result,Lamp_test_remark,Condition_space_heater_result,Condition_space_heater_remark,Condition_of_lighting_result,Condition_of_lighting_remark,Others,Visual_Result,Bushing_Result,Arrester_Result,OLTC_Result,pic1,pic2,pic3,pic4,pic5,pic6,comment1,comment2,comment3,comment4,comment5,comment6
14231662_4,3/11/2020,201003270,Mr.Methee M.,,GPSC,GPSC,,55,,25,,,,,54,54,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1583983553-,1583983553-,1583983553-,1583983553-,1583983553-,1583983553-,,,,,,
14231662_4,5/28/2020,,Mr.Pimchart P.,,GPSC,GPSC,,57,,25,,,,,55,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1591598645-,1591598645-,1591598645-,1591598645-,1591598645-,1591598645-,,,,,,
14231662_4,9/2/2020,201027825,Pimchart P.,,GPSC,GPSC,,55,,25,,,,,55,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1600239582-,1600239582-,1600239582-,1600239582-,1600239582-,1600239582-,,,,,,
14231662_4,8/26/2021,211029925,Mr.Pimchart P.,,GPSC,,,-,,-,,,,,55,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,,,,,,,,,,,,
16266510,1/3/2019,181101671,Mr. Methee M.,,CMT-GLOW,GLOW,,55,,29,,38,52,,-,-,40,52,3,,,,,,Normal,,Not Available,,Normal,Oil leaked,Normal,Oil leaked,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,-,,-,,-,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,Not Available,Not Available,1546516067-IMG8125.JPG,1546516067-IMG8123.JPG,1546516067-,1546516067-,1546516067-,1546516067-,Oil leaked at LV cable box,Oil leaked at LV cable box,,,,
16266510,4/18/2019,191020317,Mr.Methee M.,,GLOW-CMT,,,-,,-,,47,54,,46,53,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,+30C,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,-,,-,,-,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,Normal,Normal,1556334280-,1556334280-,1556334280-,1556334280-,1556334280-,1556334280-,,,,,,
16266534,1/3/2019,,Jirasak S.,,GLOW-CMT,,,,,,,40,,,38,,,,3,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Abnormal,Oil leak,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,Normal,Normal,1546508468-20190103102610.jpg,1546508468-20190103102613.jpg,1546508468-,1546508468-,1546508468-,1546508468-,LV terminal found oil leak,LV terminal found oil leak,,,,
16266534,4/18/2019,191020317,Mr.Methee M.,,GLOW-CMT,,,41,,39,,51,66,,50,67,-,-,3,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,+30C,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,-,,-,,-,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,Normal,Normal,1556334626-,1556334626-,1556334626-,1556334626-,1556334626-,1556334626-,,,,,,
16276521,1/3/2019,181101671,Mr. Methee M.,,CMT-GLOW,GLOW,,55,,29,,38,52,,-,-,40,78,3,,,,,,Normal,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Abnormal,Oil level low,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,-,,-,,-,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,Normal,Not Available,1546517338-IMG8128.JPG,1546517338-IMG8126.JPG,1546517338-,1546517338-,1546517338-,1546517338-,Unit Aux. Transformer 21BBT10,Oil level low,,,,
16276521,1/24/2019,191005129,Mr. Methee M.,Mr.Pimchat P.,CMT-GLOW,CMT-GLOW,,34,,38,,38,52,,38,52,-,-,3,-,-,-,-,-,Normal,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Abnormal,Oil leaked at the bushing Y(420V),Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Abnormal,,Not Available,,Not Available,,Normal,,Normal,,Select,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,-,,-,,-,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Abnormal,Not Available,Not Available,1550464338-IMG8780.JPG,1550464338-,1550464338-,1550464338-,1550464338-,1550464338-,,,,,,
16276521,4/18/2019,,Mr.Methee M.,,GLOW-CMT,,,40,,39,,45,48,,45,48,-,-,3,-,-,-,-,-,Normal,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,>+30,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,-,,-,,-,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,Normal,Normal,1556334974-,1556334974-,1556334974-,1556334974-,1556334974-,1556334974-,,,,,,
16276522,1/3/2019,181101671,Jirasak S.,,GLOW-CMT,,,,,,,36,58,,38,62,,,3,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Abnormal,,Abnormal,,Abnormal,,Abnormal,,Abnormal,,Abnormal,,,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,Normal,Normal,1546509388-,1546509388-,1546509388-,1546509388-,1546509388-,1546509388-,,,,,,
16276522,4/18/2019,191020317,Mr.Methee M.,,GLOW-CMT,,,39,,39,,48,59,,49,62,-,-,3,-,-,-,-,-,Normal,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,>+30,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,-,,-,,-,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,Normal,Normal,1556335619-,1556335619-,1556335619-,1556335619-,1556335619-,1556335619-,,,,,,
1LKR040038TER,12/6/2018,,Jirasak S.,,GLOW-CMT,,,,,,,,,,,39,,,5-Mar,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Normal,,,Normal,Not Available,,,1544069527-,1544069527-,1544069527-,1544069527-,1544069527-,1544069527-,,,,,,
1LKR040038TER,4/10/2019,,Jirasak S.,-,GLOW-CMT,GLOW,,-,,-,,,,,39,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,Normal,Normal,,,1556161778-,1556161778-,1556161778-,1556161778-,1556161778-,1556161778-,,,,,,
1LKR040038TER,8/14/2019,,Jirasak S.,,GLOW-CMT,,,,,,,,,,"38,38,39",,,,5-Mar,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Not Available,,Not Available,,Normal,,Not Available,,,Normal,Not Available,,,1565773873-,1565773873-,1565773873-,1565773873-,1565773873-,1565773873-,,,,,,
1LKR040038TER,9/24/2019,191032350,Mr.Methee M.,,GLOW-CMT,GLOW,,45,,25,,,,,-,-,43/51/47,-,,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1568774215-,1568774215-,1568774215-,1568774215-,1568774215-,1568774215-,,,,,,
1LKR040038TER,1/14/2020,191057575,Mr.Methee M.,,CMT-GLOW,GLOW,,55,,25,,,,,-,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Select,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1591262750-,1591262750-,1591262750-,1591262750-,1591262750-,1591262750-,,,,,,
1LKR040038TER,3/30/2020,201006952,Mr.Methee M.,,CMT-GLOW,GLOW,,60,,25,,,,,-,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1588927261-,1588927261-,1588927261-,1588927261-,1588927261-,1588927261-,,,,,,
1LKR040038TER,8/4/2020,201019201,Mr.Methee M.,,GPSC,GPSC,,55,,25,,,,,39,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,,,1596625245-,1596625245-,1596625245-,1596625245-,1596625245-,1596625245-,,,,,,
1LKR040038TER,9/8/2021,211034368,Mr. Methee Meechitti,,GPSC,,,55,,25,,,,,-,-,38/37/38,38,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,,,,,,,,,,,,
1LKR040038TER,12/20/2021,211050245,Mr. Methee Meechitti,,GPSC,,,50,,25,,,,,-,-,39,39,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,,,,,,,,,,,,
1LKR050450TER,12/6/2018,,Jirasak S.,,GLOW-CMT,,,,,,,,,,,51,,,5-Mar,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Normal,,,Normal,Not Available,,,1544069995-,1544069995-,1544069995-,1544069995-,1544069995-,1544069995-,,,,,,
1LKR050450TER,4/10/2019,191013163,Mr.Methee M.,,CMT-GLOW,GLOW,,-,,-,,,,,39,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1563417778-,1563417778-,1563417778-,1563417778-,1563417778-,1563417778-,,,,,,
1LKR050450TER,8/14/2019,,Jirasak S.,,GLOW-CMT,,,,,,,,,,"41,47,43",,,,5-Mar,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Not Available,,Not Available,,Normal,,Not Available,,,Normal,Not Available,,,1565774314-,1565774314-,1565774314-,1565774314-,1565774314-,1565774314-,,,,,,
1LKR050450TER,9/17/2019,191032350,Mr.Methee M.,,GLOW-CMT,GLOW,,45,,25,,,,,-,-,41/47/43,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1568774482-,1568774482-,1568774482-,1568774482-,1568774482-,1568774482-,,,,,,
1LKR050450TER,1/14/2020,191057575,Mr.Methee M.,,CMT-GLOW,GLOW,,55,,25,,,,,-,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1591262595-,1591262595-,1591262595-,1591262595-,1591262595-,1591262595-,,,,,,
1LKR050450TER,3/30/2020,201006952,Mr.Methee M.,,CMT-GLOW,GLOW,,60,,25,,,,,-,-,-,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Not Available,,Not Available,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Not Available,,,1588925722-,1588925722-,1588925722-,1588925722-,1588925722-,1588925722-,,,,,,
1LKR050450TER,8/4/2020,201019201,Mr.Methee M.,,GPSC,GPSC,,55,,25,,,,,-,-,43,-,-,-,-,-,-,-,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,,Normal,Normal,,,1596621006-,1596621006-,1596621006-,1596621006-,1596621006-,1596621006-,,,,,,
