serial,date,test_NO,test_voltage,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_PI,test_voltage2,L_1,L_2,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,L_PI,test_voltage3,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_PI,comment,test_name,witness_name,COMP1,COMP2,test_instrument,serial_instrument,date_calibation,ambient_temp,oil_temp,winding_temp,humidity,coregnd,framegnd,coreframe
510049,2015-04-01 00:00:00,,5000,18102,21000,21900,22400,22800,23600,24300,24500,24600,24800,1.3700,2500,21458,36900,37100,3600,37700,37800,37900,40500,41000,41200,1.9200,,,,,,,,,,,,,,Mr. Thanongsak Pigunkaew,,TIS Engineering and Service Co. Ltd,,Megger / MIT515,,0000-00-00,33,,,43,1000,1000,1000
PP0016B01,2015-04-01 00:00:00,,2500,2350,2470,2850,3013,3090,3220,3490,3670,3890,4000,1.7021,2500,1600,1840,2150,2380,2550,2710,2940,3240,3470,3690,2.3062,,,,,,,,,,,,,,Mr. Anusit Sara,,TIS Engineering and Service Co. Ltd,,Megger / MIT515,353295,0000-00-00,43,,,37,10880,,
PP0016B01,2015-04-01 00:00:00,,-,,,,,,,,,,,,5000,3640,3790,3980,4400,4980,5710,6490,7250,7910,8840,2.4286,,,,,,,,,,,,,,Mr. Anusit  Sara,,"TIS Engineering and Service Co., Ltd",,Megger / MIT515,1001936101353295,0000-00-00,39,,,37,,,
5011858,2015-01-29 00:00:00,,-,7340,8690,,10610,,11060,,12750,,13420,1.83,,4250,5340,,6830,,7920,,8900,,9500,2.24,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
VN85030801_1,2015-01-29 00:00:00,,2500,468000,492000,512000,559000,639000,682000,723000,775000,782000,786000,1.6795,500,1460,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,Mr. Chaiyasit J.,,"TIS Engineering & Service Co.,Ltd",GLOW SPP3,Megger S1-568,101228740,0000-00-00,24,,,59,1000,1000,1000
VN85030801_2,2015-01-29 00:00:00,,2500,1880000,2120000,2240000,2650000,2780000,2920000,2950000,2980000,3100000,3190000,1.6968,500,986,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Chaiyasit J.,,"TIS Engineering & Service Co.,Ltd",GLOW SPP3,Megger S1-568,101228740,2015-01-29,24,,,59,1000,1000,1000
TP70279703,2015-01-13 00:00:00,,5000,4690,5940,7200,8650,9470,10110,10970,11280,11900,12150,2.59060,5000,3490,4590,5580,6300,6730,7300,7640,8040,8390,8690,2.4900,,,,,,,,,,,,,,Anusit Sara,Kritsada Kraisomdee,TIS,GHECO-One,Megger/MIT515,1001936101343131,0000-00-00,31,,,47,7410,6850,7120
3011080056,2015-01-10 00:00:00,,5000,10740,13100,13900,14360,14700,15090,15380,15550,15630,15830,1.4739,5000,12210,16000,19100,21000,22000,22800,22900,23500,23900,25000,2.0475,,,,,,,,,,,,,,,,,,Megger/MIT 515 US,1001936101343131,0000-00-00,31,32,32,60,17200,20200,16400
VN85040201_3,2015-01-05 00:00:00,-,2500,>5000000,-,-,-,-,-,,-,-,-,-,500,30200,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Megger / MIT515,100153610143131,0000-00-00,26,-,-,56,1000,1000,1000
VN85040204_1,2015-01-05 00:00:00,,2500,1,,,,,,,,,5000000,5000000.0000,500,23000,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,,Mr. Narongchai S,,"TIS Engineering and Service co., Ltd",,Megger/MIT515,100153610143131,0000-00-00,26,-,-,56,1000,1000,1000
VN85040201_2,2015-01-04 00:00:00,-,2500,>5000000,-,-,-,-,-,-,-,-,-,-,500,21000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Megger / MIT515,100193160343131,0000-00-00,25,-,-,58,1000,1000,1000
VN85040201_4,2015-01-04 00:00:00,-,2500,1,-,-,-,-,-,-,-,-,5000000,5000000.0000,500,26300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Narongchai S,-,"TIS Engineering and Service co., Ltd",-,Megger/MIT515,100153610143131,0000-00-00,25,-,-,58,1000,1000,1000
VN85040204_2,2015-01-04 00:00:00,,2500,1,-,-,-,-,-,-,-,-,5000000,5000000.0000,500,22600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Narongchai S,,"TIS Engineering and Service co., Ltd",,Megger/MIT515,100153610143131,0000-00-00,25,-,-,-,1000,1000,1000
243597801,2014-10-21 00:00:00,-,2500,500000,580000,632000,675000,715000,786400,824000,846000,868000,882000,1.7640,,,,,,,,,,,,,,,,,,,,,,,,,,Mr Anusit Sara,,"TIS Engineering&Service Co.,Ltd.",,metrel/tera Ohm 5 kv,14015275,0000-00-00,30,,,62,1000,1000,1000
PTE 1689/04,2014-09-10 00:00:00,,5000,2330,2900,3300,3660,3950,3950,4210,4420,4780,4930,2.1159,,,,,,,,,,,,,2500,1827,2370,2760,2950,3290,3490,3660,3800,3960,4090,2.2386,,Mr. Anusit S.,,"TIS Engineering & Serivce Co.,Ltd.",,Meger/S1-568,56304,0000-00-00,32,,,45,1000,1000,
332162H502_8727F,2014-09-06 00:00:00,-,2500,18300,20300,22500,27800,32600,36100,39200,42000,43700,45400,2.4809,500,1230,-,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,-,-,-,-,,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Megger S1-568,101228740,0000-00-00,25,-,-,58,1000,1000,1000
PBK1325,2014-09-03 00:00:00,,2500,542,612,685,706,751,780,810,852,910,955,1.7620,500,563,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Megger / S1-568,56304,0000-00-00,33,,,60,1000,1000,1000
57005,2014-09-02 00:00:00,,-,3570,4020,4410,4920,5540,5830,6300,6510,6950,7250,2.03,,3460,3960,4430,4800,5210,5490,5890,6130,6410,6670,1.93,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
PBL1465,2014-09-02 00:00:00,,2500,792000000,830000000,863000000,943000000,1020000000,1060000000,1120000000,1180000000,1240000000,1310000000,1.6540,500,2180000000,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Megger / S1-568,56304,0000-00-00,33,,,64,1000,1000,1000
PTE 1689/01,2014-08-31 00:00:00,,5000,9000,10340,11350,12130,12890,13530,14140,14570,15070,15520,1.7244444444444444,2500,7360,9000,9840,10990,11750,12740,13100,15400,16900,17460,2.364130,,,,,,,,,,,,,,Mr. Itsared Pongjeen,,"TIS Engineering & Service Co.,Ltd.",,Megger / S1-568,56304,0000-00-00,35,35,36,42,2120,960,1980
PTE 1689/01,2014-08-31 00:00:00,,5000,9000,10340,11350,12130,12890,13530,14140,14570,15070,15520,1.7244444444444444,2500,7360,9000,9840,10990,11750,12740,13100,15400,16900,17460,2.364130,,,,,,,,,,,,,,Mr. Itsared Pongjeen,,"TIS Engineering & Service Co.,Ltd.",,Megger / S1-568,56304,0000-00-00,35,35,36,42,2120,960,1980
PTE 1689/01,2014-08-31 00:00:00,,5000,9000,10340,11350,12130,12890,13530,14140,14570,15070,15520,1.7244,2500,7360,9000,9840,10990,11750,12750,13100,15400,16900,17460,2.3723,,,,,,,,,,,,,,Mr. Itsared Pongjeen,,"TIS Engineering & Service Co.,Ltd.",,Megger / S1-568,56304,0000-00-00,35,35,36,42,1000,1000,1000
9724075,2014-08-28 00:00:00,,2500,4470,5100,5410,5760,6180,6470,6650,6830,6980,7150,1.5996,2500,2130,2350,2540,2620,2800,2888,2950,3030,3090,3175,1.4906,,-,-,-,-,-,-,-,-,-,-,-,,Mr. Itsared P.,,"TIS Engineering & Service Co.,Ltd",,Megger S1-568,56304,2014-08-28,28,,,60,1000,1000,1000
512033,2014-08-19 00:00:00,,5000,6070,7000,7440,7860,8270,8670,8930,9160,9410,9680,1.5947,5000,3120,3620,4010,4360,4620,4810,5010,5200,5360,5550,1.7788,,,,,,,,,,,,,,Mr.Anusit Sara,,"TIS Engineering and Service Co.,Ltd.",,Megger/S1-568,56304,0000-00-00,32,,,75,6070,7120,4900
5513260,2014-08-19 00:00:00,,2500,19000,19900,20100,20700,20900,21100,21200,21400,21600,21800,1.1474,500,20200,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S.,,"TIS Engineering & Service Co.,Ltd",,Meger / S1-568,56304,0000-00-00,32,,,45,1000,1000,1000
4710349,2014-07-19 00:00:00,,-,7080,8200,8960,9550,10050,10500,10800,11100,11500,11830,1.67,,3370,4100,4650,5150,5500,5800,6180,6450,6750,7101,2.08,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
PP0286B01,2014-07-19 00:00:00,,5000,1968,2280,2360,2580,2840,2920,3000,3100,3150,3170,1.6108,5000,6841,8850,9910,10690,11340,11900,12340,12740,13060,13340,1.9500,,-,,,,,,,,,-,-,,,,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Megger/S1-568,56304,0000-00-00,30,30,30,63,1000,1000,1000
PP0286B01,2014-06-19 00:00:00,,-,1968,2280,2360,2580,2840,2920,3000,3100,3150,3170,1.61,,6841,8850,9910,10690,11340,11900,12340,12740,13060,13340,1.95,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
54001,2014-06-14 00:00:00,,2500,3050,3400,3760,4020,4260,4470,4680,4840,5010,5210,1.7082,2500,1730,2160,2500,2790,3050,3280,3530,3720,3900,4060,2.3468,,,,,,,,,,,,,,Mr. Anusit Sara,,"TIS Engineering & Service Co., Ltd.",,Megger / S1-568,101228640,0000-00-00,32,32,,62,,,
1LKR091729,2014-04-23 00:00:00,,2500,2510,2630,2890,3230,3550,3840,4420,4730,4950,5370,2.1394,250,2420,,,,,,,,,-,-,,,,,,,,,,,,,,Anusit S.,,"TIS Engineering and Service Co.,Ltd.",,Megger S1-1068,-,2013-09-19,25,,,36,1000,1000,1000
1LKR091730,2014-04-23 00:00:00,-,2500,665800,679000,686000,694000,717000,732000,748000,756000,770000,799000,1.2001,250,1,,,,,,,,,2420,2420.0000,-,-,,,,,,,,,-,-,,Anusit S.,,TIS,,Meger S1-568 & S1-1068,-,2013-09-19,25,-,-,36,1000,1000,1000
VN00408,2014-03-21 00:00:00,,2500,1610,1790,2010,2100,2260,2310,2480,2620,2710,2740,1.7019,5000,1920,2030,2100,2140,2160,2180,2190,2240,2260,2290,1.1927,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S.,,"TIS Engineering & Serivce Co.,Ltd.",,Meger/S1-568 & 51-1068,,2013-09-19,24,,,48,1000,1000,1000
20083122TIC003,2014-03-20 00:00:00,,2500,3450,3890,4210,4780,5310,5900,6520,6700,6880,7110,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,,"TIS Engineering and Service Co., Ltd",,Megger/S1-568&S1-1068,,0000-00-00,24,,,48,7300,7340,4210
20083122TIC008,2014-03-18 00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,-,,5810,7310,8010,9340,9530,9780,9810,9860,9930,10600,1.82,-,-,-,-,-,-,-,-,-,-,-,-,,Anusit S.,,TIS,,Meger S1-568 & S1-1068,-,2013-09-19,24,-,-,48,11350,10610,7960
4710347,2014-01-21 00:00:00,123,-,17500,19400,22500,23100,23800,24400,25100,25900,26500,27000,1.542857142857143,,8550,10310,11140,12060,12690,13330,14010,14500,15040,15490,1.81,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
4710346,2013-09-03 00:00:00,,-,7610,7910,8130,8310,8670,9410,11000,12100,12900,13600,1.79,,3830,4210,4910,5600,5810,6400,6950,7600,7810,8130,2.12,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
4710345,2013-07-08 00:00:00,,-,7840,8210,8820,9300,9900,10400,10800,11200,11730,12000,1.53,,5170,5920,6380,7130,7810,8440,9010,9670,9940,10200,1.97,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
4710350,2013-06-10 00:00:00,,5000,5620,5950,6780,7030,7520,8100,8320,8460,8720,9030,1.61,2500,3020,3710,4200,4610,4980,5110,5300,5520,5780,5910,1.96,,,,,,,,,,,,,,,,,,Metral/tera Ohm 5 kV,15023308,0000-00-00,34,,,48,1000,1000,1000
3011080055,2013-06-08 00:00:00,-,5000,8320,9140,9510,10200,10600,10900,11300,11700,12100,12400,1.4904,5000,5910,6800,7200,7900,8510,9100,10210,10600,11000,11400,1.9289,-,-,-,-,-,-,-,-,-,-,-,-,*** AFTER OIL PURIFY *** (2013),Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,15023308,0000-00-00,31,-,-,70,1000,1000,1000
3011080055,2013-06-07 00:00:00,-,5000,6370,6620,6930,7620,8000,8290,8940,9580,9910,10100,1.5856,5000,2060,2240,2530,2610,2720,2980,3130,3250,3400,3530,1.7136,-,-,-,-,-,-,-,-,-,-,-,-,*** BEFORE OIL PURIFY *** (2013),Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,15023308,0000-00-00,31,-,-,70,1000,1000,1000
VN85042302_1,2013-06-07 00:00:00,,2500,1,-,-,-,-,-,-,-,-,2500000,2500000.0000,500,12500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Metrel/tera Ohm 5 kv,14015275,0000-00-00,30,-,-,62,1000,1000,1000
VN85042302_2,2013-06-07 00:00:00,,2500,1,-,-,-,-,-,-,-,-,2500000,2500000.0000,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Metrel/tera Ohm 5 kv,14015275,0000-00-00,30,,,62,1000,1000,1000
331000H508_8727I,2013-06-03 00:00:00,-,2500,566000,678000,732000,865000,912000,945000,1120000,1260000,1380000,1410000,2.4912,500,1,-,-,-,-,-,-,-,-,1820,1820.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Megger/MIT515,101343131,2016-03-03,26,-,-,48,1000,1000,1000
TP70279703,2013-06-03 00:00:00,,5000,8380,9040,9850,10400,10800,11300,11500,11800,12000,12400,1.4797,5000,1940,2190,2370,2450,2520,2550,2590,2620,2630,2650,1.3660,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Aran P,,"TIS Engineering and Service co., Ltd",,Metrel Tera ohm 5kv,,0000-00-00,33,-,-,52,1000,1000,1000
3011080056,2013-06-02 00:00:00,-,-,5320,6900,7500,7910,8200,8500,8900,9510,10200,10600,1.99,,4770,5950,6890,7820,8520,9300,10100,10500,11000,11600,2.43,-,-,,,,,,,,,-,-,*** AFTER OIL PURIFY *** (2013),Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,15023308,0000-00-00,32,-,-,68,1000,1000,1000
3011080056,2013-06-02 00:00:00,-,-,5320,6900,7500,7910,8200,8500,8900,9510,10200,10600,1.99,,4770,5950,6890,7820,8520,9300,10100,10500,11000,11600,2.43,-,-,,,,,,,,,-,-,*** AFTER OIL PURIFY *** (2013),Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,15023308,0000-00-00,32,-,-,68,1000,1000,1000
3011080056,2013-06-01 00:00:00,-,5000,5150,7080,7710,8030,8400,8700,8820,9310,9610,9660,1.8757,5000,5890,6000,6440,6680,7200,7920,8400,8650,9250,9470,1.6078,-,-,-,-,-,-,-,-,-,-,-,-,***BEFORE OIL PURIFY*** (2013),Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,15023308,0000-00-00,30,-,-,70,1000,1000,1000
JD 85034202,2013-06-01 00:00:00,,-,10800,11000,11500,12000,12400,13000,13600,14000,14800,15200,1.41,,6690,8790,9550,10900,11500,12400,13400,14400,15800,16400,2.45,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
JD85034202,2013-06-01 00:00:00,,5000,10800,11000,11500,12000,12400,13000,13600,14000,14800,15200,1.4074,1000,6690,8790,9550,10900,11500,12400,13400,14400,15800,16400,2.4514,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Nipen B,,"TIS Engineering and Service co., Ltd",,Metrel/tera Ohm 5 kv,15023308,0000-00-00,30,-,,65,1000,1000,1000
VN85040202_1,2013-05-27 00:00:00,,2500,1,-,-,-,-,-,-,-,-,2340000,2340000.0000,500,126000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Metrel/tera Ohm 5 kv,14015275,0000-00-00,28,-,-,41,1000,1000,1000
VN85042301_1,2013-05-27 00:00:00,,2500,1,-,-,-,-,-,-,-,-,2340000,2340000.0000,500,198000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Metrel/tera Ohm 5 kv,14015275,0000-00-00,28,-,-,42,1000,1000,1000
VN85040202_2,2013-05-26 00:00:00,,2500,1,-,-,-,-,-,-,-,-,2500000,2500000.0000,500,138000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,-,"TIS Engineering and Service co., Ltd",-,Metrel/tera Ohm 5 kv,14015275,0000-00-00,28,-,-,41,1000,1000,1000
VN85042301_2,2013-05-26 00:00:00,,2500,1,-,-,-,-,-,-,-,-,2500000,2500000.0000,500,165000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Metrel/tera Ohm 5 kv,14015275,0000-00-00,28,-,-,48,1000,1000,1000
VN85040201_3,2013-05-21 00:00:00,-,2500,2480000,-,-,-,-,-,-,-,-,-,-,500,23800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,14015275,0000-00-00,29,-,-,43,1000,1000,1000
VN85040204_1,2013-05-21 00:00:00,,2500,1,-,-,-,-,-,-,-,-,2500000,2500000.0000,500,23000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Metrel/tera Ohm 5 kv,14015275,0000-00-00,26,,,43,1000,1000,1000
VN85040201_2,2013-05-20 00:00:00,-,2500,1160000,-,-,-,-,-,-,-,-,-,-,500,15290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,14015275,0000-00-00,26,-,-,59,1000,1000,1000
VN85040201_4,2013-05-20 00:00:00,,2500,1,-,-,-,-,-,-,-,-,1640000,1640000.0000,500,14000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Metrel/tera Ohm 5 kv,14015275,0000-00-00,25,-,-,46,1000,1000,1000
VN85040204_2,2013-05-20 00:00:00,,2500,719000,823000,916000,1030000,1090000,1130000,1240000,1360000,1430000,1520000,2.1140,500,20200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Metrel/tera Ohm 5 kv,14015275,0000-00-00,26,,,43,1000,1000,1000
PT3W67000/123,2013-05-16 00:00:00,,-,5530,6140,6500,6810,7020,7240,7610,7920,8400,9830,1.78,,3590,4000,4630,5010,5400,5980,6320,6740,7110,7230,2.02,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
PP0286B01,2013-04-29 00:00:00,,5000,8730,9140,11800,14000,15100,16000,17300,18500,19400,20500,2.3482,5000,9130,9240,11600,13900,15200,15900,17000,18900,19800,21900,2.3987,,,,,,,,,,,,,,Mr. Pimchart Promkhandee,Mr. Witoon Khomkmuangpu,"TIS Engineering and Service Co., Ltd",GLOW,Metrel / Tera Ohm 5kV,,2012-06-11,36,,,40,,,
331000H508_8727I,2012-11-14 00:00:00,-,2500,50800,60100,62200,64100,66000,68000,70000,72000,75000,75000,1.4764,500,1,-,-,-,-,-,-,-,-,1350,1350.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Nipon Boonnako,,TIS,,Metrel/tera Ohm 5 kV,-,2012-06-11,27,-,-,49,1000,1000,1000
332162H501_8727D,2012-11-14 00:00:00,-,2500,368000,530000,710000,960000,1300000,1550000,1640000,1780000,1840000,1920000,5.2174,500,2.450,,,,,,,,,,,,,,,,,,,,,,,,Mr.Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,-,2012-06-11,27,-,-,49,1000,1000,1000
332162H502_8727H,2012-11-12 00:00:00,-,2500,223000,260000,300000,340000,380000,440000,460000,480000,540000,580000,2.6009,500,2170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,-,2012-06-11,27,-,-,49,1000,1000,1000
332162H502_8727G,2012-11-11 00:00:00,-,2500,58400,62000,74000,95000,120000,133000,157000,185000,198000,220000,3.7671,500,1060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,-,0000-00-00,27,-,-,49,1000,1000,1000
332152H501_8727C,2012-11-10 00:00:00,-,2500,151000,168000,192000,232000,262000,284000,310000,350000,400000,452000,2.9934,500,1760,,,,,,,,,,,,,,,,,,,,,,,,Mr Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Metrel/tera Ohm 5 kv,-,2012-06-11,27,-,-,49,1000,1000,1000
57001,2012-10-04 00:00:00,,5000,5590,6350,6450,7240,8020,8330,8490,8630,8930,9220,1.6494,5000,5080,5740,6230,6670,7210,7530,7810,8220,8640,9110,1.7933,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Attaphon Laongjinda,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Metral/tera Ohm 5 kV,,0000-00-00,33,,,50,0,0,0
PBJ1200,2012-08-19 00:00:00,,2500,6930,7230,7520,8100,8430,8750,8960,9120,9230,9340,1.3478,500,578,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Metrel Tera ohm 5kv,,2012-06-11,33,,,50,1000,1000,1000
96.4.0549,2012-08-18 00:00:00,,-,1010,1580,1980,2200,2450,2670,2740,2840,3000,3150,3.12,,990,1490,1830,2070,2270,2410,2550,2660,2790,2850,2.88,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
PTE 1689/02,2012-08-18 00:00:00,,5000,2490,2750,2930,3070,3220,3270,3310,3460,3500,3500,1.4056,5000,2490,2750,2930,3070,3220,3270,3310,3460,3500,3500,1.4056,,,,,,,,,,,,,,Mr.Anusit Sara,,"TIS Engineering and Service Co.,Ltd.",,Doble/M2H-D,,2011-07-05,33,,,50,13200,8700,2430
PTE 1689/03,2012-08-16 00:00:00,,5000,2940,3280,3520,3660,3770,3790,3810,3830,3840,3850,1.3095,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,,"TIS Engineering and Service Co., Ltd",,Metrel Tera ohm 5kV,,2012-06-11,33,,,50,8960,4320,14300
57011,2012-08-14 00:00:00,,5000,1440,1700,1910,2080,2220,2360,2480,2590,2860,2780,1.93,,578,718,828,926,1010,1090,1150,1210,1270,1320,2.28,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,1000,1000,1000
3710738,2012-07-11 00:00:00,-,2500,1530,1760,1780,1900,1920,1930,1950,1990,1970,1950,1.2745,500,1,,,,,,,,,858,858.0000,-,-,,,,,,,,,-,-,,Anusit S.,,TIS,,Metrel/tera Ohm 5 kV,-,2012-06-11,36,-,-,41,1000,1000,1000
508038,2012-07-11 00:00:00,,2500,3620,4150,5050,5590,6050,647,6850,7160,7470,7750,2.1409,2500,2760,3580,4240,4820,5310,5750,6240,6670,7160,7580,2.7464,,,,,,,,,,,,,,Mr.Nipon Boonnako,,"TIS Engineering and Service Co.,Ltd.",,Metral/tera Ohm 5 kV,,2012-06-11,33,,,50,,,
3710737,2012-06-14 00:00:00,,-,1600,1700,1710,1720,1800,1860,1890,1950,1980,2150,1.34,-,1,,,,,,,,,1550,1550.0000,-,-,,,,,,,,,-,-,,Nipon B.,,TIS,,Metrel/tera Ohm 5 kV,-,2012-06-11,34,-,-,50,1000,1000,1000
54002,2012-06-14 00:00:00,,-,2190,2500,2700,2800,3000,3120,3240,3350,3450,3540,1.62,,1220,1560,1850,2090,2330,2520,2700,2900,3010,3190,2.61,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
4710343,2012-03-06 00:00:00,,-,9480,10900,11600,12500,13400,13800,14300,14800,15300,15600,1.65,,3970,4770,5200,5900,6500,6860,7450,7670,8100,8400,2.12,,,,,,,,,,,,,No Tertiary and Core Ground,,,,,,,0000-00-00,,,,,,,
4710346,2012-03-05 00:00:00,,-,8110,9820,10900,11600,12400,13000,13600,14200,14700,15300,1.89,,4030,4970,5690,6300,6820,7330,7780,8350,8720,9150,2.27,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
4710345,2012-03-03 00:00:00,,-,11300,11800,12500,12900,13800,15400,16200,17400,18500,19000,1.68,,6270,6900,7400,8100,8900,9800,10500,11300,12600,13000,2.07,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
4710350,2011-10-27 00:00:00,,-,7970,9190,9960,10300,10600,10900,11400,11800,12200,12500,1.57,,4590,4950,5980,6760,7190,7690,7930,8590,8800,9140,1.99,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
57005,2009-09-02 00:00:00,,600000,,,,,,,,,,,,,3570,4020,4410,4920,5540,5830,6300,6510,6950,7250,2.03,,3460,3960,4430,4800,5210,5490,5890,6130,6410,6670,1.93,,,,,,,,0000-00-00,,,,,,,
57011,2009-01-18 00:00:00,,-,,,,,,,,,,,,,1130,1370,1550,1700,1840,1960,2070,2180,2270,2370,2.1,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
97.2.4074,2009-01-18 00:00:00,,-,5310,7120,8530,8990,9570,9880,10100,10400,10600,10800,2.03,,3160,4020,4610,4920,5120,5360,5580,5760,5940,6100,1.93,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
96.4.0549,2009-01-14 00:00:00,,-,,,,,,,,,,,,,2830,4130,5200,6060,6930,7440,7990,8130,8960,9410,3.33,,2710,4120,5440,6630,7590,8490,9370,10000,10700,11300,4.17,,,,,,,,0000-00-00,,,,,,,
