serial,date,test_NO,ambient_temp,winding_temp,oil_temp,humidity,hl_test_voltage,chl_ch_cap,chl_ch_pf_1,chl_ch_pf_2,chl_ch_pf_ma,chl_ch_pf_p,chl_cap,chl_pf_1,chl_pf_2,chl_pf_ma,chl_pf_p,ch_cap,ch_pf_1,ch_pf_2,ch_pf_ma,ch_pf_p,lh_test_voltage,clh_cl_cap,clh_cl_pf_1,clh_cl_pf_2,clh_cl_pf_ma,clh_cl_pf_p,clh_cap,clh_pf_1,clh_pf_2,clh_pf_ma,clh_pf_p,cl_cap,cl_pf_1,cl_pf_2,cl_pf_ma,cl_pf_p,th_test_voltage,ct_cth_cap,ct_cth_pf_1,ct_cth_pf_2,ct_cth_pf_ma,ct_cth_pf_p,cth_cap,cth_pf_1,cth_pf_2,cth_pf_ma,cth_pf_p,ct_cap,ct_pf_1,ct_pf_2,ct_pf_ma,ct_pf_p,oil_maintank_cap,oil_maintank_pf,oil_oltc_cap,oil_oltc_pf,test_name,witness_name,COMP1,COMP2,test_instrument,serial_instrument,date_calibation,note,maxhv_tand,maxchv_change,maxlv_tand,maxclv_change,maxtv_tand,maxctv_change,maxoil_maintank_tand,maxoil_oltc_tand,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9
PTE 1689/03,2020-11-11 00:00:00,201023345,35,35,35,50,10,16590.4,0.4096,0.2949,52.13,2135.41,8276.9,0.234,0.1896,26.00,684.79,8611.1,0.4973,0.3580,27.06,1345.76,5,28802.3,0.3356,0.2416,90.49,3036.72,8276.5,0.2368,0.1705,26.00,615.83,20525.1,0.3750,0.2700,64.49,2418.70,,,,,,,,,,,,,,,,,,,,,Mr. Methee Meechitti,,GPSC,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.358,1.69,0.27,0.08,,,,,1.69,0.11,0.03,0.04,0.08,0.04,,,
PTE 1689/02,2020-11-04 00:00:00,201022873,35,39,39,53,10,16842.90,0.3540,0.2340,52.92,1874.57,8288.80,0.250,0.1660,26.04,656.2,8553.70,0.4590,0.3030,26.88,1233.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,29080.60,0.322,0.2130,91.37,2944.56,8289.10,0.265,0.1750,26.04,690.23,20790.90,0.360,0.2370,65.33,2350.53,,,,,,,NHT/NRV,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.303,2.27,0,0,0.237,0.81,,,0.92,0.36,2.27,-,-,-,0.81,0.06,0.03
9640549,2020-11-01 00:00:00,,35,45,45,65,10,20137,0.2072,0.1181,63.27,1310.84,14283,0.1853,0.1056,44.87,831.33,5853,0.2606,0.1485,18.40,479.51,5,18736.80,0.2961,0.1688,58.87,1743.11,7134.5,0.1799,0.1025,22.41,403.16,11602.3,0.3675,0.2095,36.46,1339.95,5,19278.4,0.3010,0.1716,60.57,1823.33,7158.5,0.1809,0.1031,22.48,406.56,12119.9,0.3720,0.2120,38.09,1416.77,,,,,Mr.Chaichaleom W.,Mr.Pimchart P.,TIS,GPSC,TESTRANO 600,DA212X,,,0.1485,0,0.2095,0.01,0.212,0.01,,,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
3710738,2020-10-28 00:00:00,201007512,26,34,34,70,10,2679,0.627,0.482,8.43,528.09,1213.1,0.379,0.292,3.81,144.7,1466,0.840,0.647,4.62,387.99,5,5468.4,0.465,0.358,17.190,799.47,1213.1,0.374,0.288,3.810,142.610,4255.1,0.496,0.382,13.380,662.85,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.647,1.48,0.382,0.01,,,,,1.29,1.48,1.05,0.00,0.00,0.01,,,
508038,2020-10-08 00:00:00,201007511,27,34,34,70,10,9267.6,0.242,0.176,29.12,703.73,5882.7,0.171,0.125,18.48,316.5,3384.9,0.363,0.265,10.64,386.03,5,12969.6,0.206,0.150,20.38,209.76,5883.0,0.171,0.125,9.24,78.9,7086.9,0.232,0.169,11.14,129.33,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,NHT/NRV,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.265,3.46,0.169,3.49,,,,,3.46,0.06,0.06,1.52,0.18,3.49,,,
42754,2020-08-21 00:00:00,191044990,35,35,35,57,6,8317.2,0.3304,0.2379,15.68,310.94,6402.6,0.3767,0.2712,12.07,272.78,1913.9,0.1754,0.1263,3.61,38.03,3,15870.1,0.3907,0.2813,14.96,175.33,6400.2,0.3761,0.2708,6.03,86.06,9467.4,0.4008,0.2886,8.93,107.32,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,,,0.2712,0.15,0.2886,0.11,,,,,0.03,0.15,0.00,0.08,0.11,0.09,,,
4710345,2020-08-20 00:00:00,191044989,33,34,34,56,10,10186.8,0.2253,0.169,32.01,721.36,7382.3,0.136,0.102,23.19,315.4,2804.6,0.4576,0.3432,8.82,403.65,6,20884.5,0.2664,0.1998,65.62,1748.17,7382.6,0.1359,0.102,23.19,315.28,13501.4,0.3387,0.254,42.43,1437.07,,,,,,,,,,,,,,,,,,,,,Mr.Pimchart P.,,GPSC,,TESTRANO 600,DA193X,,,0.3432,1.51,0.254,4.66,,,,,0.18,1.51,0.31,2.86,4.66,0.29,,,
4912020,2020-06-26 00:00:00,,30,30,30,88.9,10,9470,0.272,0.2176,29.75,810.3,6732,0.19,0.156,21.15,411.9,2751,0.461,0.368,8.643,398.4,10,18280,0.261,0.208,57.44,1498,6720,0.199,0.159,21.11,420.2,11570,0.298,0.238,36.34,1081,,,,,,,,,,,,,,,,,,,,,Mr.Phitsanu,Mr.Anusorn,TIRATHAI PLC,GPSC,Megger TRAX 220,1800333,,,0.368,0.46,0.238,7.1,,,,,0.01,0.34,0.46,4.60,7.10,0.19,,,
4912019,2020-05-01 00:00:00,,,34,34,,10,-,-,-,-,-,-,-,-,-,-,2795.3,0.5,0.46,8.776,436,10,-,-,-,-,-,-,-,-,-,-,12326.69,0.29,0.27,38.73,1131,,,,,,,,,,,,,,,,,,,,,Mr.Pisit,Mr.Waranon,TIRATHAI PLC,GPSC,Doble M4100,,,,0.46,11.54,0.27,17.54,,,,,-,11.54,-,-,17.54,-,,,
54001,2020-01-24 00:00:00,201004850,,36,36,,10,10746.48,0.18,0.131,33.77,610,6842.21,0.17,0.124,21.5,0.36,3904.35,0.242,0.144,12.28,0.24,10,22895.54,0.228,0.166,71.93,1.64,6842,0.169,0.124,21.5,0.36,16053.43,0.253,0.184,50.44,1.27,,,,,,,,,,,,,,,,,,,,,Kongsak K.,Pimchart P.,ABB,GLOW,TESTRANO 600,,,Result test after install in Glow Energy Phase 2.,0.144,0,0.184,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
1LKR091729,2019-11-30 00:00:00,191057172,26,26,-,51,3,2040.4,0.3157,0.281,1.93,18.24,1697.6,0.3010,0.2679,1.60,14.45,342.8,0.3853,0.3429,0.33,3.77,0.1,5483.8,0.2879,0.2562,0.17,0.05,1697.5,0.2966,0.2639,0.05,0.02,3786.3,0.2766,0.2461,0.12,0.03,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.3429,11.01,0.2639,0.03,,,,,0.86,11.01,2.96,0.00,0.03,0.00,,,
K810290,2019-11-28 00:00:00,191057168,33,33,-,47,3,1267,0.2622,0.1966,1.20,9.41,983.1,0.057,0.427,0.93,1.58,283.9,0.9854,0.7390,0.27,7.99,0.1,2613.4,0.1677,0.1257,0.08,0.01,983.8,0.0478,0.0358,0.03,0,1629.4,0.2288,0.1715,0.05,0.05,,,,,,,,,,,,,,,,,,,,,Jirasak S.,Methee M.,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.739,0,0.1715,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
K810289,2019-11-28 00:00:00,191057169,32,32,-,55,2.5,1624.9,1.594,1.2274,1.28,50.96,1143.9,0.070,0.0539,0.90,1.57,480.9,5.2111,4.0125,0.38,49.58,0.5,3025.9,1.5465,1.1908,0.48,3.68,1145.5,1.1338,0.8730,0.18,1.02,1880.9,1.8421,1.4184,0.30,2.72,,,,,,,,,,,,,,,,,,,,,Mr. Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,4.0125,1.1,1.4184,0,,,,,1.10,0.00,0.00,0.00,0.00,0.00,,,
K810290,2019-11-28 00:00:00,191057168,33,34,33,47,3,1267.0,0.2622,0.1966,1.20,9.41,983.1,0.0570,0.0427,0.93,1.58,283.9,0.9854,0.7390,0.27,7.99,0.1,2613.4,0.1677,0.1257,0.08,0.01,983.8,0.0478,0.0358,0.03,0.00,1629.4,0.2286,0.1715,0.05,0.01,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.739,0,0.1715,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
1LKR091730,2019-11-27 00:00:00,191057171,26,26,-,51,3,2083.5,0.3177,0.2764,1.97,18.74,1742.4,0.3048,0.2652,1.64,15.02,341.1,0.377,0.328,0.32,3.67,0.1,5405.3,0.328,0.2853,0.17,0.06,1742.3,0.3022,0.2629,0.05,0.02,3663.0,0.3408,0.2965,0.12,0.04,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.328,19.22,0.2965,0,,,,,0.57,19.22,2.42,0.00,0.00,0.00,,,
20083122TIC003,2019-11-26 00:00:00,191050218,33,34,34,44,2,539924.5,0.0786,0.0574,340.50,537.49,15541.7,0.183,0.1336,9.81,36.06,524392.2,0.0791,0.0578,330.63,524.94,10,40265.4,0.3191,0.2330,126.50,4036.90,15534.7,0.1778,0.1298,48.8,867.92,24730.2,0.440,0.3212,77.70,3419.09,,,,,,,,,,,,,,,,,,,,,Mr.Methee.M,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.1336,0,0.3212,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
20083122TIC008,2019-11-26 00:00:00,191050217,,36,30,,2,-,0.062,0.0496,191.09,237.84,12714.2,0.1845,0.1476,7.99,29.47,-,0.0587,0.0469,183.98,215.78,2,29540.9,0.2694,0.2155,18.57,100.04,12714.4,0.1949,0.1559,7.99,31.14,16824.2,0.3455,0.2764,10.57,73.05,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,"Result test include cable.
CHL+CH = 305613.1 pF
CH = 292896.9 pF",0.1476,2.23,0.2764,2.23,,,,,-,-,2.23,1.75,1.38,2.23,,,
K810291,2019-11-23 00:00:00,191057170,29,29,-,50,3,1001.7,0.0616,0.0505,0.95,1.75,770.8,0.0327,0.0268,0.73,0.71,230.9,0.1551,0.1272,0.22,1.03,0.1,1976.0,0.0543,0.0446,0.06,0.0,771.3,0.0305,0.0250,0.02,0.0,1204.6,0.0714,0.0586,0.04,0.0,,,,,,,,,,,,,,,,,,,,,Mr. Jirasak S.,,CMT-ENGIE GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.1272,0,0.0586,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
5513053,2019-11-06 00:00:00,,32,33,33,68,10,8498.3,0.1784,0.1338,26.71,476.56,6755.8,0.15,0.1125,21.22,318.32,1741.6,0.2804,0.2103,5.48,153.7,5,11653.1,0.2131,0.1598,36.62,780.21,6756.3,0.149,0.1117,21.23,316.16,4895.8,0.3005,0.2254,15.39,462.53,,,,,,,,,,,,,,,,,,,,,Tanasak K.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-14 00:00:00,After OLTC overhaul.,0.2103,0.12,0.2254,0.76,,,,,0.07,0.09,0.12,0.38,0.76,0.11,,,
5011858,2019-10-29 00:00:00,191053767,33,30,30,59,5,13359.8,0.175,0.14,20.99,184.06,11061.9,0.163,0.131,17.38,141.98,2296.9,0.232,0.186,3.61,41.96,2,19589.2,0.216,0.172,12.31,53.07,11060.1,0.162,0.129,6.95,22.54,8523.5,0.285,0.228,5.36,30.56,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,Result test after repair oil leak.,0.186,1.53,0.228,0.3,,,,,0.30,1.53,0.05,0.10,0.30,0.09,,,
510049,2019-08-31 00:00:00,191036006,29,39,39,71,10,21509.9,0.4270,0.3416,67.59,2885.68,9259.1,0.1609,0.1287,29.09,467.9,11883.9,0.2708,0.2166,37.34,1011.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,11887,0.4860,0.3888,37.35,1815.38,9261.3,0.1628,0.1302,29.1,473.64,2566.5,0.2933,0.2345,8.07,236.74,,,,,Pimchart P.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.3416,2.03,0,0,0.3888,4.09,,,0.05,2.03,0.15,-,-,-,0.46,4.09,0.18
4710347,2019-08-28 00:00:00,191045321,31,34,34,61,10,10199.3,0.203,0.148,32.05,651.18,7413.8,0.144,0.105,23.39,334.34,2785.5,0.362,0.264,8.76,316.76,6,18729.4,0.231,0.169,35.13,490.29,7413.70,0.144,0.105,13.97,120.48,11315.6,0.289,0.211,21.33,369.37,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.264,5.46,0.211,5.46,,,,,4.14,0.45,5.46,3.10,1.48,5.46,,,
383204885,2019-08-27 00:00:00,191045321,30,30,30,67,6,5616.7,0.1829,0.1372,17.65,322.94,3921.4,0.1945,0.1459,12.32,239.62,1693.1,0.1609,0.1207,5.33,85.73,3,8994.9,0.2381,0.1786,28.27,673.18,3921.1,0.1958,0.1468,12.32,241.19,5070.2,0.2571,0.1929,15.94,409.82,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.1459,0.02,0.1929,0.02,,,,,0.01,0.01,0.02,0.01,0.00,0.02,,,
FC203816,2019-08-25 00:00:00,191043906,33,-,36,56,3,3378.50,0.2755,0.2066,3.190,26.34,2510.50,0.2165,0.1624,2.370,15.37,868.10,0.4421,0.3315,0.820,10.89,0.1,7257.90,0.38,0.285,0.230,0.09,2510.0,0.02132,0.1599,0.080,0.02,4747.60,0.4645,0.3484,0.150,0.07,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak Suksakun,Mr. Methee M.,Glow,GLOW-CMT,TESTRANO600,DA193X,2018-02-16 00:00:00,,0.3315,0,0.3484,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
4202021,2019-08-20 00:00:00,191043915,33,-,35,52,3,228.23,0.4064,0.2964,2.15,26.3,1575.8,0.26.01,0.1873,1.49,11.59,706.5,0.6392,0.4602,0.671,1.82,0.1,4357.6,0.4222,0.3040,0.14,0.06,1576.4,0.2603,0.1874,0.05,0.01,2781,0.5146,0.3705,0.09,0.04,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S,,Glow,Glow,TESTRANO600,DA212X,2019-02-16 00:00:00,,0.4602,0,0.3705,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
42100325,2019-08-20 00:00:00,191043915,33,35,35,52,3,2282.3,0.4064,0.2964,2.15,26.26,1575.8,0.2601,0.1873,1.49,11.59,706.5,0.6392,0.4602,0.67,1.82,0.1,4357.6,0.4222,0.3040,0.14,0.06,1576.4,0.2603,0.1874,0.05,0.01,2781.0,0.5146,0.3705,0.09,0.04,,,,,,,,,,,,,,,,,,,,,Mr. Jirasak S.,Mr. Phimchart P.,GLOW-CMT,GLOW-CMT,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.4602,0,0.3705,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
4011560,2019-08-08 00:00:00,191040125,32,-,30,68,10,2520,0.333,0.2670,7.93,264.55,1722.8,0.245,0.196,5.41,132.69,796,0.429,0.343,2.51,107.69,0.1,6705.6,0.362,0.289,0.21,0.08,1723,0.231,0.185,0.05,0.01,4982.4,0.395,0.316,0.16,0.06,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.343,0.05,0.316,0.01,,,,,0.00,0.00,0.05,0.01,0.01,0.00,,,
3911888,2019-07-24 00:00:00,191003237,35,30,30,53,10,2683.8,0.4931,0.3945,8.44,416.22,1327.9,0.4476,0.3581,4.17,186.72,1354.7,0.5361,0.4289,4.27,228.65,0.1,4937.3,0.3612,0.2890,0.16,0.06,1327.6,0.4477,0.3582,0.04,0.02,3609.6,0.3262,0.2610,0.11,0.04,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.4289,0.36,0.3582,0.23,,,,,0.14,0.36,0.09,0.17,0.23,0.01,,,
EDP008001,2019-07-24 00:00:00,191003237,34,40,40,56,10,11599.9,0.2303,0.1612,36.45,839.45,7473.4,0.2007,0.1405,23.48,471.1,4126.50,0.2858,0.2001,12.97,370.78,5,17909.3,0.3174,0.2222,28.14,446.55,7473.8,0.1992,0.1395,11.74,116.93,10435.7,0.401,0.2807,16.4,328.72,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.2001,3.85,0.2807,0.73,,,,,3.85,0.28,0.07,0.73,0.73,0.73,,,
42755,2019-07-10 00:00:00,191019511,31,40,40,61,5,8379.2,0.4967,0.3179,13.17,326.99,6440.0,0.4382,0.2804,10.12,221.61,1938.4,0.6901,0.4416,3.05,105.22,2.5,15017.30,0.3938,0.2521,11.8,116.14,6438.10,0.4380,0.2803,5.06,55.37,8575.30,0.3614,0.2313,6.74,60.88,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.4416,3.06,0.2803,0,,,,,0.69,3.06,0.01,0.00,0.00,0.00,,,
4710350,2019-07-09 00:00:00,,,38,37,,10,10221,0.2098,0.1448,32.12,673.95,7511.3,0.1513,0.1044,23.60,356.93,2709.3,0.3765,0.2598,8.52,320.80,5,19731.0,0.2368,0.1634,31,367.02,7511.5,0.1502,0.1036,11.80,88.52,12219.3,0.2897,0.1999,19.2,278.03,,,,,,,,,,,,,,,,,,,,,Mr. jirasak S,,CMT,,Testrano 600,DA193X,2018-02-16 00:00:00,,0.2598,4.6,0.1999,6.97,,,,,4.48,4.60,4.44,6.07,6.97,4.56,,,
PTE 1689/04,2019-06-13 00:00:00,191028236,33,35,35,55,10,17097.8,0.3474,0.2501,53.72,1866.36,,0.2880,0.2074,26.73,769.76,8589.7,0.444,0.320,26.99,1199.66,5,28689.6,0.3228,0.2324,45.07,727.39,8507.9,0.2358,0.1697,13.36,157.54,20181.0,0.3600,0.2592,31.71,570.64,,,,,,,,,,,,,,,,,,,,,Mr. Jirasak S.,Mr. Methee M.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,After overhaul OLTC,0.32,3.07,0.2592,3.34,,,,,3.07,0.00,,0.95,0.09,3.34,,,
9724076,2019-06-11 00:00:00,191030991,30,30,30,70,5,11028,0.1784,0.1374,17.33,154.56,8684.6,0.1475,0.1136,13.64,100.61,2342,0.2938,0.2262,3.68,54.12,2.5,24383.6,0.2271,0.1749,19.15,108.75,8681.6,0.1469,0.1131,6.82,25.04,15698.7,0.2717,0.2092,12.33,83.77,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.2262,1.17,0.2092,0.26,,,,,0.52,1.17,0.24,0.26,0.25,0.22,,,
57005,2019-06-11 00:00:00,191030988,34,40,36,68,1,45300.9,0.2999,0.2099,142.33,4268.8,4965.7,0.18,0.126,15.6,280.76,40333,0.314,0.2198,126.72,3978.82,5,9967.2,0.2644,0.185,31.32,827.96,431.2,0.4165,0.2916,1.35,56.23,9535.9,0.2589,0.181,29.97,775.8,5,10360.8,0.2983,0.2088,32.56,971.27,431.2,0.4164,0.2915,1.35,56.21,9929.3,0.2935,0.2054,31.2,915.64,,,,,Mr.Chaichaleom W.,Mr.Jirasak S.,TIS,GLOW,TESTRANO 600,DA212X,2019-04-19 00:00:00,Test included plugin HV power cable (GIS),0.2198,203.34,0.2916,98.59,0.2915,97.74,,,40.65,203.34,73.86,78.50,39.46,98.59,72.90,48.05,97.74
PTE 1689/01,2019-06-10 00:00:00,191030987,33,38,38,73,10,16904.0,0.4128,0.2766,53.12,2193,8296.7,0.2321,0.1524,26.07,605,8606.5,0.5871,0.3933,27.05,1588,5,29322,0.4033,0.2702,92.13,3716.0,8297.1,0.3809,0.2552,26.07,993,210230.1,0.4093,0.2742,66.06,2704,,,,,,,,,,,,,,,,,,,,,Mr. Chaichaleom W,Mr. Phimchart P.,"TIS Engineering & Service Co.,Ltd",CMT-GLOW,TESTRANO 600,DA212X,2019-04-19 00:00:00,,0.3933,1.95,0.2742,0.74,,,,,1.95,0.00,0.00,0.74,0.10,0.00,,,
57012,2019-06-02 00:00:00,191028244,35,45,43,56,1,98533.5,0.1773,0.1188,30.97,54.91,11189.8,0.1649,0.1105,3.52,5.80,87339.3,0.1809,0.1212,27.45,49.67,5,30812.9,0.1632,0.1094,48.14,395.04,11194.5,0.1667,0.1117,17.58,146.6,19617.5,0.1685,0.1129,30.82,259.65,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.1212,0,0.1129,7.26,,,,,0.00,0.00,0.00,7.26,0.00,0.00,,,
9724075,2019-06-02 00:00:00,191028248,34,40,40,58,5,10656,0.173,0.1107,16.74,144.81,8371.7,0.1613,0.1032,13.15,106.06,2283.4,0.2153,0.1378,3.59,38.66,2.5,24532.27,0.2350,0.1504,19.27,113.23,8368.7,0.1602,0.1025,6.57,26.32,16161.1,0.2751,0.1761,12.70,87.32,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.1378,1.73,0.1761,1.88,,,,,1.73,0.41,0.10,1.88,0.26,0.05,,,
54001,2019-05-09 00:00:00,191028229,39,41,41,29,10,10241.4,0.2066,0.1302,32.18,665.1,6824.7,0.1666,0.1050,21.44,357.23,3416.4,0.2873,0.1810,10.74,308.65,10,22838.7,0.225,0.1402,71.76,1596.79,6824.7,0.1663,0.1048,21.44,356.55,16014.3,0.2472,0.1558,50.32,1244,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,Result test after OLTC overhaul,0.181,1.83,0.1558,0.95,,,,,1.24,1.83,0.95,0.70,0.59,0.95,,,
3911888,2019-03-19 00:00:00,191013282,34,30,30,63,10,2677.6,0.4262,0.3409,8.42,385.88,1327.8,0.4321,0.3457,4.17,180.25,1348.7,0.4198,0.3358,4.25,178.26,0.1,4945.7,0.3710,0.2963,0.16,0.06,1327.5,0.4339,0.3471,0.04,0.02,3618.1,0.3471,0.2777,0.11,0.04,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.3457,0.1,0.3471,0,,,,,0.09,0.08,0.10,0.00,0.00,0.00,,,
EDP008001,2019-03-14 00:00:00,191013282,34,35,35,65,10,11589,0.2262,0.1628,36.42,823.66,7473.8,0.2094,0.1507,23.48,491.55,4115,0.2572,0.1862,12.94,332.79,10,17892.6,0.2947,0.2122,56.22,1657.05,7473.7,0.2091,0.1506,23.48,491.03,10418.4,0.3573,0.2572,32.74,1169.62,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.1862,11.16,0.2572,0.72,,,,,3.75,11.16,0.08,0.63,0.56,0.72,,,
4010922,2019-03-13 00:00:00,19013291,40,40,40,45,10,2646.9,0.275,0.176,8.33,228.96,1364.5,0.2012,0.12888,4.28,86.17,1282.5,0.314,0.2249,4.04,141.94,100,6310.8,0.2945,0.1885,0.200,0.06,1363.1,0.0294,0.1312,0.04,0.01,4947,0.3193,0.2043,0.16,0.05,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,GLOW-CMT,GLOW,TESTRANO600,DA193X,2018-02-16 00:00:00,,0.2249,0.08,0.2043,0.01,,,,,0.00,0.00,0.08,0.00,0.01,0.00,,,
EDP011601,2019-03-11 00:00:00,191013291,34,45,45,55,10,11501.5,0.2035,0.1588,36.14,735.65,7376.8,0.2046,0.1596,23.17,474.05,4124.5,0.2023,0.1578,12.97,262.27,10,17116.0,0.2611,0.2037,53.78,1404.33,7374.9,0.2024,0.1578,23.17,468.80,9740.8,0.3075,0.2398,30.61,941.11,,,,,,,,,,,,,,,,,,,,,Mr. Jirasak S.,,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.1596,0,0.2398,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
5513260,2019-03-04 00:00:00,191011798,34,35,35,56,10,3124.50,0.2912,0.2097,9.83,286.11,1529.80,0.1912,0.1377,4.81,91.9,1593.50,0.3859,0.2778,5.02,193.53,0.1,3863.50,0.2903,0.2090,0.12,0.04,1529.20,0.1977,0.1424,0.05,0.01,2334.10,0.3521,0.2535,0.07,0.03,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.2778,0.05,0.2535,0.01,,,,,0.02,0.03,0.05,0.01,0.00,0.01,,,
512033,2019-03-04 00:00:00,191011798,34,36,36,56,10,9411.6,0.2524,0.1767,29.58,746.43,6164.6,0.1999,0.1399,19.37,387.17,3246.9,0.3505,0.2454,10.21,357.86,10,15825.4,0.2279,0.1596,49.73,113.43,6164.7,0.2148,0.1504,19.37,416.05,9660.4,0.2420,0.1694,30.36,734.55,,,,,,,,,,,,,,,,,,,,,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16 00:00:00,,0.2454,0.1,0.1694,0.26,,,,,0.09,0.10,0.04,0.16,0.26,0.05,,,
50310092,2019-02-27 00:00:00,,33,35,35,51,10,3234.40,0.1814,0.1306,10.17,184.51,2195.40,0.1890,0.1361,6.9,130.35,1038.30,0.165,0.1188,3.27,53.98,10,7928.20,0.2223,0.16,0.25,0.06,2195.0,0.1921,0.1383,0.07,0.01,5733.30,0.2272,0.1636,0.18,0.04,,,,,,,,,,,,,,,,,,,,,Jirasak S.,Pimchart P.,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2018-02-16 00:00:00,After repair oil leak.,0.1361,0.03,0.1636,0.01,,,,,0.01,0.03,0.02,0.00,0.01,0.00,,,
